Time stamp,Water level in tunnel L2,Water volume in tunnel V,Sum of pumped flow to WWTP F2,Inflow to tunnel F1,Pump flow 1.1,Pump flow 1.2,Pump flow 1.3,Pump flow 1.4,Pump flow 2.1,Pump flow 2.2,Pump flow 2.3,Pump flow 2.4,Pump efficiency 1.1,Pump efficiency 1.2,Pump efficiency 1.3,Pump efficiency 1.4,Pump efficiency 2.1,Pump efficiency 2.2,Pump efficiency 2.3,Pump efficiency 2.4,Pump frequency 1.1,Pump frequency 1.2,Pump frequency 1.3,Pump frequency 1.4,Pump frequency 2.1,Pump frequency 2.2,Pump frequency 2.3,Pump frequency 2.4,Electricity price 1: high,Electricity price 2: normal
18.11.2024 23.00.00,2.073529482,7348.299805,4499.649902,1382.032593,1555.493286,0,0,2947.137207,0,0,0,0,189.6493988,0,0,391.8966675,0,0,0,0,49.53833389,0,0,49.40366745,0,0,0,0,28.519,12.035
18.11.2024 23.15.00,2.104073048,7612.687988,4516.395508,1393.487061,1560.549683,0,0,2955.887695,0,0,0,0,189.319046,0,0,392.7033386,0,0,0,0,49.5477066,0,0,49.40554428,0,0,0,0,28.519,12.035
18.11.2024 23.30.00,2.132613659,7868.991211,4532.635742,1389.462158,1557.70813,0,0,2971.640137,0,0,0,0,189.1220551,0,0,392.9355469,0,0,0,0,49.55604553,0,0,49.40735245,0,0,0,0,28.519,12.035
18.11.2024 23.45.00,2.162045479,8118.103027,4552.034668,1387.120483,1563.89917,0,0,2991.280518,0,0,0,0,189.5437469,0,0,393.3099976,0,0,0,0,49.55690384,0,0,49.40869522,0,0,0,0,28.519,12.035
19.11.2024 0.00.00,2.191881895,8375.03125,4554.744141,1395.614258,1568.550049,0,0,2988.452148,0,0,0,0,190.1873627,0,0,391.8788757,0,0,0,0,49.55627823,0,0,49.40994263,0,0,0,0,6.209,6.065
19.11.2024 0.15.00,2.21901679,8619.136719,4566.66748,1385.772339,1570.926758,0,0,2994.510986,0,0,0,0,189.9646759,0,0,392.9454346,0,0,0,0,49.55565262,0,0,49.41119385,0,0,0,0,6.209,6.065
19.11.2024 0.30.00,2.243640423,8848.005859,4586.886719,1375.59082,1576.086182,0,0,3011.840332,0,0,0,0,189.9340363,0,0,393.2380981,0,0,0,0,49.55496216,0,0,49.41257095,0,0,0,0,6.209,6.065
19.11.2024 0.45.00,2.267960787,9069.380859,4589.755371,1368.813843,1578.714844,0,0,3014.27832,0,0,0,0,190.6330719,0,0,393.7592163,0,0,0,0,49.5538063,0,0,49.41488647,0,0,0,0,6.209,6.065
19.11.2024 1.00.00,2.291767597,9291.018555,4599.590332,1371.535278,1578.710205,0,0,3022.837646,0,0,0,0,190.5082703,0,0,393.848877,0,0,0,0,49.55255508,0,0,49.41738892,0,0,0,0,7.452,7.039
19.11.2024 1.15.00,2.311697245,9468.37793,4615.042969,1331.120117,1583.526123,0,0,3035.440674,0,0,0,0,190.6427307,0,0,393.8977661,0,0,0,0,49.55130386,0,0,49.41988754,0,0,0,0,7.452,7.039
19.11.2024 1.30.00,2.324313164,9506.356445,4608.825684,1190.184937,1582.9198,0,0,3029.122803,0,0,0,0,190.3486328,0,0,394.3244324,0,0,0,0,49.55031586,0,0,49.42219543,0,0,0,0,7.452,7.039
19.11.2024 1.45.00,2.326977015,9511.376953,4630.363281,1162.611328,1589.152832,0,0,3043.479248,0,0,0,0,190.3306427,0,0,393.5766602,0,0,0,0,49.55119324,0,0,49.4230957,0,0,0,0,7.452,7.039
19.11.2024 2.00.00,2.324354887,9516.398438,4625.537598,1161.405884,1584.106812,0,0,3037.574219,0,0,0,0,190.2771454,0,0,393.5788879,0,0,0,0,49.55244446,0,0,49.42372131,0,0,0,0,7.444,2.499
19.11.2024 2.15.00,2.315751076,9508.849609,4629.269531,1149.768555,1580.724854,0,0,3046.816895,0,0,0,0,190.4888763,0,0,394.3800049,0,0,0,0,49.55369568,0,0,49.42434692,0,0,0,0,7.444,2.499
19.11.2024 2.30.00,2.30136013,9385.024414,4632.945313,1034.411133,1581.66333,0,0,3057.013916,0,0,0,0,190.2891388,0,0,394.2600098,0,0,0,0,49.55494308,0,0,49.42373276,0,0,0,0,7.444,2.499
19.11.2024 2.45.00,2.283637524,9219.78418,4605.638672,986.1694336,1554.114624,0,0,3049.475342,0,0,0,0,190.020401,0,0,394.1063843,0,0,0,0,49.55619431,0,0,49.41417694,0,0,0,0,7.444,2.499
19.11.2024 3.00.00,2.263087988,9030.607422,4605.224121,962.1292725,1562.351807,0,0,3043.539063,0,0,0,0,189.8907776,0,0,393.4119568,0,0,0,0,49.55744553,0,0,49.4028511,0,0,0,0,6.798,1.222
19.11.2024 3.15.00,2.240909576,8832.229492,4577.104004,945.8980713,1566.737183,0,0,3008.778076,0,0,0,0,189.843811,0,0,387.6744385,0,0,0,0,49.55869675,0,0,49.19024658,0,0,0,0,6.798,1.222
19.11.2024 3.30.00,2.223403454,8662.195313,4290.511719,902.59375,1562.167114,0,0,2731.031494,0,0,0,0,189.8777771,0,0,350.2174988,0,0,0,0,49.5597496,0,0,47.89305496,0,0,0,0,6.798,1.222
19.11.2024 3.45.00,2.200899363,8451.943359,4307.549805,866.635498,1569.27356,0,0,2738.039795,0,0,0,0,190.4062347,0,0,349.8876953,0,0,0,0,49.55940247,0,0,47.88993073,0,0,0,0,6.798,1.222
19.11.2024 4.00.00,2.173383713,8208.151367,4271.266113,824.0245361,1555.084839,0,0,2716.724854,0,0,0,0,189.7469635,0,0,348.3459167,0,0,0,0,49.55877686,0,0,47.88680649,0,0,0,0,7.054,1.485
19.11.2024 4.15.00,2.141183138,7931.423828,4288.243652,795.333374,1559.9104,0,0,2731.42041,0,0,0,0,189.6784668,0,0,349.401123,0,0,0,0,49.55815125,0,0,47.88370514,0,0,0,0,7.054,1.485
19.11.2024 4.30.00,2.104053974,7611.439453,4275.347168,748.852417,1552.838379,0,0,2723.944824,0,0,0,0,189.4011841,0,0,349.0657959,0,0,0,0,49.55765533,0,0,47.88249969,0,0,0,0,7.054,1.485
19.11.2024 4.45.00,2.06137991,7254.754395,4263.436523,709.1740723,1546.956909,0,0,2716.491699,0,0,0,0,188.859787,0,0,349.1053162,0,0,0,0,49.55809784,0,0,47.88249969,0,0,0,0,7.054,1.485
19.11.2024 5.00.00,2.010703087,6836.919922,4250.793457,644.8638916,1545.138428,0,0,2704.612549,0,0,0,0,188.9256897,0,0,348.5366821,0,0,0,0,49.55872345,0,0,47.88249969,0,0,0,0,4.791,2.049
19.11.2024 5.15.00,1.952941656,6377.213867,4241.181641,600.5893555,1543.886597,0,0,2697.099609,0,0,0,0,189.122467,0,0,348.7038879,0,0,0,0,49.55934906,0,0,47.88249207,0,0,0,0,4.791,2.049
19.11.2024 5.30.00,1.888641,5891.117188,4210.526855,566.5350342,1527.437256,0,0,2684.039307,0,0,0,0,188.340683,0,0,347.7822266,0,0,0,0,49.5595665,0,0,47.8817215,0,0,0,0,4.791,2.049
19.11.2024 5.45.00,1.815936327,5362.231445,4193.907715,519.5911865,1523.331299,0,0,2670.389404,0,0,0,0,188.1796875,0,0,347.6383362,0,0,0,0,49.55683899,0,0,47.88047028,0,0,0,0,4.791,2.049
19.11.2024 6.00.00,1.73303318,4795.483398,4162.252441,473.8150635,1511.185913,0,0,2651.732178,0,0,0,0,187.7266083,0,0,346.7205505,0,0,0,0,49.55353165,0,0,47.87922287,0,0,0,0,4.259,2.274
19.11.2024 6.15.00,1.643270612,4211.54248,4122.211426,446.6119385,1501.406982,0,0,2623.050537,0,0,0,0,187.0639343,0,0,345.8633423,0,0,0,0,49.55022049,0,0,47.87793732,0,0,0,0,4.259,2.274
19.11.2024 6.30.00,1.591657043,3950.891113,2155.499268,278.2234497,502.5601501,0,0,880.4647827,806.838623,0,0,0,63.26050949,0,0,112.9666672,95.36025238,0,0,0,16.71068573,0,0,15.70129204,24.69174767,0,0,0,4.259,2.274
19.11.2024 6.45.00,1.621866107,4117.894043,1672.431396,585.1107788,0,0,0,0,1663.054688,0,0,0,0,0,0,0,192.6110382,0,0,0,0,0,0,0,49.57621002,0,0,0,4.259,2.274
19.11.2024 7.00.00,1.645013332,4241.224121,1682.220703,543.8852539,0,0,0,0,1677.063843,0,0,0,0,0,0,0,192.9041901,0,0,0,0,0,0,0,49.57746124,0,0,0,3.261,4.094
19.11.2024 7.15.00,1.665994048,4361.729004,1670.701538,538.1802673,0,0,0,0,1673.894043,0,0,0,0,0,0,0,192.1561737,0,0,0,0,0,0,0,49.57870865,0,0,0,3.261,4.094
19.11.2024 7.30.00,1.684821486,4370.425293,1852.605347,471.8476257,0,0,0,0,1544.386353,0,319.1420288,0,0,0,0,0,176.1627808,0,37.19166565,0,0,0,0,0,45.9985466,0,5.846833229,0,3.261,4.094
19.11.2024 7.45.00,1.673721671,4305.360352,2732.484131,618.0560913,0,0,0,0,0,0,2728.505615,0,0,0,0,0,0,0,291.6658325,0,0,0,0,0,0,0,46.34249878,0,3.261,4.094
19.11.2024 8.00.00,1.656305432,4240.29541,2727.437988,616.7945557,0,0,0,0,0,0,2727.574463,0,0,0,0,0,0,0,292.7169495,0,0,0,0,0,0,0,46.34249878,0,4.173,6.909
19.11.2024 8.15.00,1.632852793,4153.446777,2728.544922,595.2875977,0,0,0,0,0,0,2727.040039,0,0,0,0,0,0,0,292.8878784,0,0,0,0,0,0,0,46.34249878,0,4.173,6.909
19.11.2024 8.30.00,1.609716773,4017.451904,2718.244629,543.5662842,0,0,0,0,0,0,2718.295166,0,0,0,0,0,0,0,292.5637817,0,0,0,0,0,0,0,46.34249878,0,4.173,6.909
19.11.2024 8.45.00,1.591665387,3940.73877,2671.064697,591.0530396,0,0,0,0,0,0,2612.889893,0,0,0,0,0,0,0,283.1463623,0,0,0,0,0,0,0,45.95089722,0,4.173,6.909
19.11.2024 9.00.00,1.581341028,3898.642822,2632.180664,615.9492188,0,0,0,0,0,0,2580.244141,0,0,0,0,0,0,0,282.0014343,0,0,0,0,0,0,0,45.85844421,0,8.669,7.54
19.11.2024 9.15.00,1.574571371,3856.546875,2575.540283,601.7891235,0,0,0,0,0,0,2565.648193,0,0,0,0,0,0,0,282.3760986,0,0,0,0,0,0,0,45.85344696,0,8.669,7.54
19.11.2024 9.30.00,1.574771643,3815.970459,2556.041992,598.434082,0,0,0,0,0,0,2556.264893,0,0,0,0,0,0,0,282.9672241,0,0,0,0,0,0,0,45.84844589,0,8.669,7.54
19.11.2024 9.45.00,1.579802752,3854.678955,2547.617676,675.612915,0,0,0,0,0,0,2545.337158,0,0,0,0,0,0,0,283.767395,0,0,0,0,0,0,0,45.84392929,0,8.669,7.54
19.11.2024 10.00.00,1.59357965,3938.161377,2552.870361,721.7000122,0,0,0,0,0,0,2554.919922,0,0,0,0,0,0,0,283.8329468,0,0,0,0,0,0,0,45.84036636,0,21.711,6.808
19.11.2024 10.15.00,1.612167597,4028.05542,2631.242188,747.7045898,0,0,0,0,0,0,2630.253418,0,0,0,0,0,0,0,292.3496704,0,0,0,0,0,0,0,46.17508698,0,21.711,6.808
19.11.2024 10.30.00,1.63323164,4164.169922,2658.503174,800.7402954,0,0,0,0,0,0,2657.304199,0,0,0,0,0,0,0,296.6756287,0,0,0,0,0,0,0,46.34074783,0,21.711,6.808
19.11.2024 10.45.00,1.655769467,4310.294434,2800.417236,846.2288208,0,0,0,0,0,0,2798.438232,0,0,0,0,0,0,0,313.5569458,0,0,0,0,0,0,0,47.02326202,0,21.711,6.808
19.11.2024 11.00.00,1.681260824,4447.188965,2873.793945,855.3430176,0,0,0,0,0,0,2878.102783,0,0,0,0,0,0,0,322.4035034,0,0,0,0,0,0,0,47.35716629,0,21.949,5.645
19.11.2024 11.15.00,1.686928988,4470.024902,3877.530273,992.2185059,1028.001587,0,0,0,0,0,2849.717773,0,121.753334,0,0,0,0,0,322.3314209,0,35.4200325,0,0,0,0,0,47.35903931,0,21.949,5.645
19.11.2024 11.30.00,1.672462702,4461.617188,4287.11084,1063.369995,1446.857666,0,0,0,0,0,2841.736572,0,169.5611115,0,0,0,0,0,323.0261536,0,48.41306305,0,0,0,0,0,47.36091614,0,21.949,5.645
19.11.2024 11.45.00,1.672771215,4453.209473,4273.017578,1059.84668,1449.539307,0,0,0,0,0,2824.929688,0,169.8139038,0,0,0,0,0,323.2640991,0,48.41743851,0,0,0,0,0,47.36278915,0,21.949,5.645
19.11.2024 12.00.00,1.678222179,4448.446289,4266.209473,1061.789185,1451.016479,0,0,0,0,0,2815.843018,0,170.151825,0,0,0,0,0,323.1549988,0,48.42181396,0,0,0,0,0,47.36466599,0,9.927,7.674
19.11.2024 12.15.00,1.685492516,4483.383301,4247.263672,1096.75293,1453.723511,0,0,0,0,0,2794.829346,0,169.9040527,0,0,0,0,0,323.5372314,0,48.42607498,0,0,0,0,0,47.366539,0,9.927,7.674
19.11.2024 12.30.00,1.691867232,4529.193848,4271.343262,1113.646362,1452.168335,0,0,0,0,0,2783.388916,0,169.8991089,0,0,0,0,0,324.6921082,0,48.42662811,0,0,0,0,0,47.36841583,0,9.927,7.674
19.11.2024 12.45.00,1.699013352,4575.004395,4262.460938,1111.425781,1453.186401,0,0,0,0,0,2761.349365,0,169.8560028,0,0,0,0,0,324.2661133,0,48.42537689,0,0,0,0,0,47.36674881,0,9.927,7.674
19.11.2024 13.00.00,1.705873489,4620.294434,4303.984375,1121.286133,1450.018555,0,0,0,0,0,2840.605225,0,169.7817688,0,0,0,0,0,335.1956787,0,48.42412567,0,0,0,0,0,47.74372864,0,3.46,6.91
19.11.2024 13.15.00,1.713678002,4659.915527,4259.575684,1104.515015,1446.901611,0,0,0,0,0,2813.140137,0,169.4243469,0,0,0,0,0,338.9156799,0,48.42295074,0,0,0,0,0,47.85084152,0,3.46,6.91
19.11.2024 13.30.00,1.722866058,4697.984375,4236.831055,1097.276611,1450.660156,0,0,0,0,0,2787.072021,0,169.8654022,0,0,0,0,0,339.9432068,0,48.42425919,0,0,0,0,0,47.85925293,0,3.46,6.91
19.11.2024 13.45.00,1.73250103,4736.052734,4297.464844,1112.43457,1468.435547,0,0,0,0,0,2827.235596,0,171.7721405,0,0,0,0,0,344.4616699,0,48.54030228,0,0,0,0,0,48.086689,0,3.46,6.91
19.11.2024 14.00.00,1.729756713,4768.772949,4538.131348,1167.253052,1532.648193,0,0,0,0,0,2991.660156,0,178.5260925,0,0,0,0,0,364.9494324,0,48.98043823,0,0,0,0,0,48.88496017,0,2.068,2.511
19.11.2024 14.15.00,1.725458503,4743.233887,4568.588867,1116.608154,1536.24292,0,0,0,0,0,2978.070313,0,178.5703278,0,0,0,0,0,365.7999878,0,48.98106003,0,0,0,0,0,48.88121033,0,2.068,2.511
19.11.2024 14.30.00,1.720225334,4701.737305,4535.603027,1092.404175,1533.581665,0,0,0,0,0,2954.592773,0,178.4524689,0,0,0,0,0,366.6666565,0,48.98168564,0,0,0,0,0,48.87746048,0,2.068,2.511
19.11.2024 14.45.00,1.713211894,4660.241211,4457.070801,1072.771606,1535.56189,0,0,0,0,0,2920.683594,0,178.6038513,0,0,0,0,0,366.9308167,0,48.98232269,0,0,0,0,0,48.87378693,0,2.068,2.511
19.11.2024 15.00.00,1.706250906,4617.138672,4437.021973,1066.152954,1535.709106,0,0,0,0,0,2900.894287,0,178.6114044,0,0,0,0,0,367.0030518,0,48.98337173,0,0,0,0,0,48.87334824,0,1.969,2.511
19.11.2024 15.15.00,1.698387146,4556.540039,4418.232422,1043.959473,1532.9104,0,0,0,0,0,2884.683105,0,178.3491821,0,0,0,0,0,366.5116577,0,48.98462296,0,0,0,0,0,48.87459564,0,1.969,2.511
19.11.2024 15.30.00,1.688396335,4491.149414,4393.625488,1033.015747,1532.757202,0,0,0,0,0,2862.078369,0,178.2996063,0,0,0,0,0,366.8311157,0,48.98587418,0,0,0,0,0,48.87584686,0,1.969,2.511
19.11.2024 15.45.00,1.67755127,4425.758789,4381.680176,1030.029419,1529.695801,0,0,0,0,0,2851.410889,0,178.0062714,0,0,0,0,0,366.4887695,0,48.98706818,0,0,0,0,0,48.87710571,0,1.969,2.511
19.11.2024 16.00.00,1.667896748,4376.623535,4363.878906,1041.834473,1529.007813,0,0,0,0,0,2834.413818,0,178.2677307,0,0,0,0,0,366.5028992,0,48.9864502,0,0,0,0,0,48.87876892,0,2.613,2.52
19.11.2024 16.15.00,1.66004777,4346.803223,4311.410156,1048.032227,1506.720581,0,0,0,0,0,2805.66333,0,176.2073212,0,0,0,0,0,366.7722168,0,48.84840775,0,0,0,0,0,48.88064575,0,2.613,2.52
19.11.2024 16.30.00,1.65779531,4317.018066,4268.363281,1037.305664,1487.193726,0,0,0,0,0,2780.919434,0,173.6477509,0,0,0,0,0,366.5137024,0,48.7211113,0,0,0,0,0,48.88251877,0,2.613,2.52
19.11.2024 16.45.00,1.656246066,4287.23291,4259.835938,1035.173828,1486.688232,0,0,0,0,0,2774.274414,0,173.9098969,0,0,0,0,0,367.1882324,0,48.71486282,0,0,0,0,0,48.88438034,0,2.613,2.52
19.11.2024 17.00.00,1.651884437,4248.834473,4262.601563,1027.251953,1486.07959,0,0,0,0,0,2744.041992,0,173.6876984,0,0,0,0,0,366.3236084,0,48.70861053,0,0,0,0,0,48.88560104,0,3.383,7.659
19.11.2024 17.15.00,1.643175483,4200.202148,4276.387207,1020.464478,1486.031982,0,0,0,0,0,2733.224365,0,173.5590515,0,0,0,0,0,364.9266663,0,48.7033844,0,0,0,0,0,48.88649368,0,3.383,7.659
19.11.2024 17.30.00,1.637879133,4151.55127,4250.526855,1013.980835,1484.867188,0,0,0,0,1013.883606,1741.099487,0,173.4212494,0,0,0,0,109.8516693,233.7555542,0,48.70377731,0,0,0,0,16.77106094,31.23350334,0,3.383,7.659
19.11.2024 17.45.00,1.626466751,4102.900391,4349.075684,1038.618042,1479.932983,0,0,0,0,2864.989502,0,0,173.3258362,0,0,0,0,302.2152405,0,0,48.70502853,0,0,0,0,46.57498932,0,0,3.383,7.659
19.11.2024 18.00.00,1.617745996,4072.085938,4256.430664,1033.293213,1477.650513,0,0,0,0,2781.148682,0,0,173.845871,0,0,0,0,296.0503235,0,0,48.70627975,0,0,0,0,46.24159622,0,0,6.689,13.998
19.11.2024 18.15.00,1.615374565,4062.46582,4154.939453,1029.114746,1476.699341,0,0,0,0,2676.788818,0,0,173.9656372,0,0,0,0,288.0230713,0,0,48.70744324,0,0,0,0,45.85319519,0,0,6.689,13.998
19.11.2024 18.30.00,1.616441488,4052.884033,4146.746582,1027.104858,1472.800903,0,0,0,0,2672.172119,0,0,174.2216492,0,0,0,0,288.6452637,0,0,48.70814514,0,0,0,0,45.85069656,0,0,6.689,13.998
19.11.2024 18.45.00,1.617508411,4043.30249,4143.16748,1026.210327,1477.164917,0,0,0,0,2668.852783,0,0,174.562439,0,0,0,0,289.290741,0,0,48.70877457,0,0,0,0,45.84819412,0,0,6.689,13.998
19.11.2024 19.00.00,1.619134307,4089.091309,4131.401855,1078.639282,1476.397827,0,0,0,0,2654.778809,0,0,174.4906616,0,0,0,0,289.5014954,0,0,48.70940399,0,0,0,0,45.84584808,0,0,9.699,14.932
19.11.2024 19.15.00,1.636395574,4207.633789,3739.062256,1053.308044,663.387207,0,0,0,0,3081.093994,0,0,78.42778015,0,0,0,0,336.9649963,0,0,21.91943741,0,0,0,0,47.79313278,0,0,9.699,14.932
19.11.2024 19.30.00,1.691170335,4512.392578,3420.039307,1159.768616,0,0,0,0,0,3421.156494,0,0,0,0,0,0,0,378.5872192,0,0,0,0,0,0,0,49.39554596,0,0,9.699,14.932
19.11.2024 19.45.00,1.74874115,4890.809082,3461.777588,1243.860901,60.14878464,0,0,0,0,3395.706055,0,0,8.804444313,0,0,0,0,381.276123,0,0,2.503152847,0,0,0,0,49.39849472,0,0,9.699,14.932
19.11.2024 20.00.00,1.771404386,5089.10498,4623.058105,1354.060425,1555.560791,0,0,3024.36499,0,54.77985001,0,0,182.4138947,0,0,354.1529541,0,6.365000248,0,0,49.27249908,0,0,47.16718292,0,0.823333204,0,0,9.807,16.408
19.11.2024 20.15.00,1.778542757,5145.719727,4543.330566,1192.447388,1485.581787,0,0,3056.44165,0,0,0,0,184.82724,0,0,374.0059204,0,0,0,0,49.29937363,0,0,48.88873291,0,0,0,0,9.807,16.408
19.11.2024 20.30.00,1.787754297,5202.197754,4528.50293,1188.60376,1495.286133,0,0,3035.100098,0,0,0,0,186.2210388,0,0,378.188324,0,0,0,0,49.38499832,0,0,48.89823914,0,0,0,0,9.807,16.408
19.11.2024 20.45.00,1.798910618,5258.67627,4549.90918,1193.955811,1508.180786,0,0,3041.119873,0,0,0,0,186.9567261,0,0,384.9147339,0,0,0,0,49.42808151,0,0,49.06777573,0,0,0,0,9.807,16.408
19.11.2024 21.00.00,1.808963537,5326.998047,4528.815918,1200.525757,1506.236084,0,0,3022.813721,0,0,0,0,187.3276367,0,0,386.1397095,0,0,0,0,49.43999863,0,0,49.10861206,0,0,0,0,7.719,15.057
19.11.2024 21.15.00,1.816969633,5408.812012,4486.45752,1203.428345,1503.632568,0,0,2982.863037,0,0,0,0,186.9484711,0,0,386.2489014,0,0,0,0,49.43999863,0,0,49.10361099,0,0,0,0,7.719,15.057
19.11.2024 21.30.00,1.831188917,5492.742188,4433.669922,1192.347656,1502.201904,0,0,2929.386963,0,0,0,0,187.0411072,0,0,384.7994385,0,0,0,0,49.43999863,0,0,49.09861374,0,0,0,0,7.719,15.057
19.11.2024 21.45.00,1.853315711,5629.103027,4391.629395,1234.268188,1484.970093,0,0,2906.589844,0,0,0,0,186.866272,0,0,384.2016602,0,0,0,0,49.44018936,0,0,49.0947876,0,0,0,0,7.719,15.057
19.11.2024 22.00.00,1.878822446,5814.638672,4348.445801,1272.647095,1470.502441,0,0,2880.720947,0,0,0,0,187.1270599,0,0,383.1243591,0,0,0,0,49.44079971,0,0,49.09357834,0,0,0,0,4.638,14.348
19.11.2024 22.15.00,1.910588384,6054.67627,4346.041992,1326.548096,1467.695801,0,0,2881.663818,0,0,0,0,186.6674805,0,0,387.8612671,0,0,0,0,49.44142532,0,0,49.24908447,0,0,0,0,4.638,14.348
19.11.2024 22.30.00,1.946545362,6327.592773,4337.213379,1357.219849,1474.977051,0,0,2860.549561,0,0,0,0,187.3069611,0,0,390.9681091,0,0,0,0,49.44205093,0,0,49.39324951,0,0,0,0,4.638,14.348
19.11.2024 22.45.00,1.983289123,6620.442383,4329.879395,1375.319458,1481.374878,0,0,2848.936035,0,0,0,0,187.488327,0,0,389.5329285,0,0,0,0,49.44248581,0,0,49.39887619,0,0,0,0,4.638,14.348
19.11.2024 23.00.00,2.022620916,6932.105469,4317.625977,1391.06958,1488.427246,0,0,2829.716064,0,0,0,0,187.0905609,0,0,390.1723633,0,0,0,0,49.44250107,0,0,49.40449905,0,0,0,0,2.873,1.252
19.11.2024 23.15.00,2.065384388,7278.653809,4319.754883,1426.487061,1485.922241,0,0,2834.662598,0,0,0,0,187.3114624,0,0,390.0870972,0,0,0,0,49.44250107,0,0,49.40854645,0,0,0,0,2.873,1.252
19.11.2024 23.30.00,2.11227417,7663.940918,4321.597656,1465.686523,1486.554932,0,0,2833.052002,0,0,0,0,187.6889038,0,0,390.2072144,0,0,0,0,49.44250107,0,0,49.40390778,0,0,0,0,2.873,1.252
19.11.2024 23.45.00,2.125890017,7798.029297,5683.371582,1554.931274,255.0439453,0,0,2739.476807,0,0,2707.710449,0,32.29185104,0,0,376.6827698,0,0,285.3188782,0,8.434625626,0,0,48.99040222,0,0,40.29829407,0,2.873,1.252
20.11.2024 0.00.00,2.122246027,7848.214844,5681.798828,1470.635254,0,0,0,1933.70105,459.1380615,0,3306.973877,0,0,0,0,262.484436,53.21875,0,354.3894348,0,0,0,0,35.04883957,13.7715168,0,48.86837769,0,1.239,0.501
20.11.2024 0.15.00,2.143288851,7945.072266,4929.234375,1329.166016,0,0,0,0,1691.400269,0,3240.897461,0,0,0,0,0,193.5477905,0,359.8466797,0,0,0,0,0,49.56888199,0,48.87866592,0,1.239,0.501
20.11.2024 0.30.00,2.17241478,8188.023438,4894.043457,1466.462036,0,0,0,0,1685.241333,0,3209.389404,0,0,0,0,0,194.9313354,0,362.3822327,0,0,0,0,0,49.57409668,0,48.88883972,0,1.239,0.501
20.11.2024 0.45.00,2.192043781,8264.487305,4894.001465,1299.964233,0,0,0,0,1687.006836,0,3210.521729,0,0,0,0,0,195.6626892,0,364.5783386,0,0,0,0,0,49.57931137,0,48.89291,0,1.239,0.501
20.11.2024 1.00.00,2.168137312,8153.078125,6302.983398,1464.33667,0,0,0,0,195.1102142,2939.633301,3177.739746,0,0,0,0,0,22.71500015,308.9349976,366.0272217,0,0,0,0,0,5.784592628,42.60108566,48.89353561,0,0.077,0.503
20.11.2024 1.15.00,2.129149914,7811.823242,6477.940918,1278.230347,0,0,0,0,0,3397.332764,3081.738281,0,0,0,0,0,0,360.5441589,371.0088806,0,0,0,0,0,0,48.87419891,48.89416122,0,0.077,0.503
20.11.2024 1.30.00,2.083318949,7430.297852,6318.771484,1198.16748,0,0,0,0,0,3355.065918,2965.020508,0,0,0,0,0,0,364.006958,374.6794434,0,0,0,0,0,0,48.87732697,48.89474869,0,0.077,0.503
20.11.2024 1.45.00,2.032424688,7009.991699,6100.157715,1104.733276,0,0,0,56.15244293,0,3329.911865,2708.122559,0,0,0,0,9.416666985,0,364.8336182,353.6183472,0,0,0,0,1.378638864,0,48.8804512,45.90562439,0,0.077,0.503
20.11.2024 2.00.00,1.963330507,6475.934082,6508.335449,1093.026245,0,0,0,3231.206299,0,3280.537354,0,0,0,0,0,363.8144531,0,367.2647095,0,0,0,0,0,48.8896637,0,48.88285065,0,0,0.062,0.486
20.11.2024 2.15.00,1.8863585,5870.805664,6458.865723,1009.588013,0,0,0,3206.99585,0,3253.524902,0,0,0,0,0,366.6744385,0,367.7958374,0,0,0,0,0,48.88900375,0,48.88396835,0,0,0.062,0.486
20.11.2024 2.30.00,1.810396552,5307.892578,5421.016602,792.3410645,806.4882813,0,0,3139.808594,0,1494.750732,0,0,97.26821899,0,0,370.903717,0,169.3730621,0,0,26.18954849,0,0,48.88834381,0,22.04208565,0,0,0.062,0.486
20.11.2024 2.45.00,1.785185933,5129.484863,4542.845215,957.3035889,1563.495239,0,0,2981.343994,0,0,0,0,185.4487152,0,0,380.3312988,0,0,0,0,49.43499756,0,0,48.91424179,0,0,0,0,0.062,0.486
20.11.2024 3.00.00,1.762251496,4991.28418,4504.658203,987.9638672,1565.71875,0,0,2940.102051,0,0,0,0,185.5877991,0,0,387.473877,0,0,0,0,49.4375,0,0,49.00999832,0,0,0,0,0.055,0.467
20.11.2024 3.15.00,1.732831955,4783.648926,4446.285645,903.9361572,1562.986206,0,0,2882.920898,0,0,0,0,185.9619293,0,0,386.7244568,0,0,0,0,49.44000244,0,0,49.00999832,0,0,0,0,0.055,0.467
20.11.2024 3.30.00,1.70046699,4560.11084,4381.513184,871.84021,1554.825562,0,0,2826.849609,0,0,0,0,185.5540466,0,0,384.8633423,0,0,0,0,49.4418602,0,0,49.00999832,0,0,0,0,0.055,0.467
20.11.2024 3.45.00,1.668479919,4366.792969,4308.27002,883.7496338,1541.03186,0,0,2769.274902,0,0,0,0,185.0542908,0,0,383.7994385,0,0,0,0,49.43986511,0,0,49.00975037,0,0,0,0,0.055,0.467
20.11.2024 4.00.00,1.633148432,4147.786621,4202.091309,831.5164795,1507.781616,0,0,2698.023438,0,0,0,0,185.0942383,0,0,380.1684875,0,0,0,0,49.43722916,0,0,49.0021286,0,0,0,0,0.057,0.489
20.11.2024 4.15.00,1.600829005,3997.904785,3582.218506,745.6727905,522.036499,0,0,399.468811,0,0,2689.545654,0,64.7574234,0,0,56.67485809,0,0,296.6516724,0,17.30240631,0,0,7.349365234,0,0,41.03720856,0,0.057,0.489
